state,declaration_date,incident_type,datetime
AZ,2005-09-12,Hurricane,2005-09-12
AZ,2005-09-12,Hurricane,2005-09-12
AZ,2005-09-12,Hurricane,2005-09-12
AZ,2005-09-12,Hurricane,2005-09-12
AZ,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
VA,2005-09-12,Hurricane,2005-09-12
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
MD,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NE,2005-09-13,Hurricane,2005-09-13
NH,2005-09-19,Hurricane,2005-09-19
NH,2005-09-19,Hurricane,2005-09-19
NH,2005-09-19,Hurricane,2005-09-19
NH,2005-09-19,Hurricane,2005-09-19
NH,2005-09-19,Hurricane,2005-09-19
NH,2005-09-19,Hurricane,2005-09-19
NH,2005-09-19,Hurricane,2005-09-19
NH,2005-09-19,Hurricane,2005-09-19
NH,2005-09-19,Hurricane,2005-09-19
NH,2005-09-19,Hurricane,2005-09-19
FL,2005-09-20,Hurricane,2005-09-20
FL,2005-09-20,Hurricane,2005-09-20
FL,2005-09-20,Hurricane,2005-09-20
FL,2005-09-20,Hurricane,2005-09-20
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
TX,2005-09-24,Hurricane,2005-09-24
CA,2005-09-28,Fire,2005-09-28
CA,2005-09-28,Fire,2005-09-28
CA,2005-09-28,Fire,2005-09-28
CA,2005-09-28,Fire,2005-09-28
CA,2005-09-28,Fire,2005-09-28
CA,2005-09-28,Fire,2005-09-28
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
NY,2005-09-30,Hurricane,2005-09-30
CA,2005-10-06,Fire,2005-10-06
CA,2005-10-06,Fire,2005-10-06
MA,2005-10-19,Severe Storm,2005-10-19
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
FL,2005-10-24,Hurricane,2005-10-24
